"","iso2c","country","year","População","PIB"
"583","NG","Nigeria",1984,81448757,73484359521.4887
"584","NG","Nigeria",1985,83562776,73745821158.2254
"585","NG","Nigeria",1986,85766396,54805852580.9129
"586","NG","Nigeria",1987,88048029,52676041931.1087
"587","NG","Nigeria",1988,90395278,49648470440.4593
"588","NG","Nigeria",1989,92788039,44003061108.4005
"589","NG","Nigeria",1990,95212454,54035795387.8086
"590","NG","Nigeria",1991,97667632,49118433047.5318
"591","NG","Nigeria",1992,100161708,47794925814.7558
"592","NG","Nigeria",1993,102700751,27752204320.0883
"593","NG","Nigeria",1994,105293701,33833042987.7582
"594","NG","Nigeria",1995,107948339,44062465800.1706
"595","NG","Nigeria",1996,110668784,51075815092.5
"596","NG","Nigeria",1997,113457661,54457835193.4927
"597","NG","Nigeria",1998,116319763,54604050168.1818
"598","NG","Nigeria",1999,119260055,59372613485.6576
"599","NG","Nigeria",2000,122283853,69448756932.5833
"600","NG","Nigeria",2001,125394046,74030364472.0506
"601","NG","Nigeria",2002,128596079,95385819320.5737
"602","NG","Nigeria",2003,131900634,104911947834.122
"603","NG","Nigeria",2004,135320420,136385979322.437
"604","NG","Nigeria",2005,138865014,176134087150.341
"605","NG","Nigeria",2006,142538305,236103982431.635
"606","NG","Nigeria",2007,146339971,275625684968.615
"607","NG","Nigeria",2008,150269622,339476215683.592
"608","NG","Nigeria",2009,154324939,295008767295.038
"609","NG","Nigeria",2010,158503203,361456622215.721
"610","NG","Nigeria",2011,162805080,404993594133.582
"611","NG","Nigeria",2012,167228803,455501524575.498
"612","NG","Nigeria",2013,171765819,508692961937.492
"613","NG","Nigeria",2014,176404931,546676374567.721
"614","NG","Nigeria",2015,181137454,486803295097.89
"615","NG","Nigeria",2016,185960244,404650006428.613
"616","NG","Nigeria",2017,190873247,375746469538.666
"617","NG","Nigeria",2018,195874685,397190484464.308
"618","NG","Nigeria",2019,200963603,448120428858.769
"619","NG","Nigeria",2020,206139587,432293776262.398
"620","NG","Nigeria",2021,211400704,440776971536.015
"621","PH","Philippines",1960,26269741,7515886650.62035
"622","PH","Philippines",1961,27161052,8171186334.65347
"623","PH","Philippines",1962,28077345,4954529277.07288
"624","PH","Philippines",1963,29012630,5505055617.58388
"625","PH","Philippines",1964,29958687,5953766853.70844
"626","PH","Philippines",1965,30909997,6517304758.00675
"627","PH","Philippines",1966,31864175,7189017887.69231
"628","PH","Philippines",1967,32823970,7724873935.12821
"629","PH","Philippines",1968,33795203,8632749269.48718
"630","PH","Philippines",1969,34786309,9571800652.5641
"631","PH","Philippines",1970,35803591,7559179530.34229
"632","PH","Philippines",1971,36849678,8375086047.07931
"633","PH","Philippines",1972,37923400,9067872578.95368
"634","PH","Philippines",1973,39022759,11412421019.6409
"635","PH","Philippines",1974,40144250,15607825071.0824
"636","PH","Philippines",1975,41285741,16875240683.5083
"637","PH","Philippines",1976,42446659,19380945792.5084
"638","PH","Philippines",1977,43629415,22283185055.6546
"639","PH","Philippines",1978,44838485,25762077665.6982
"640","PH","Philippines",1979,46079844,31218507869.8746
"641","PH","Philippines",1980,47357741,36848242784.3012
"642","PH","Philippines",1981,48672831,40499645207.3523
"643","PH","Philippines",1982,50023564,42206011275.1757
"644","PH","Philippines",1983,51408910,37759237657.8149
"645","PH","Philippines",1984,52827047,35730202751.1124
"646","PH","Philippines",1985,54275836,34961565262.5582
"647","PH","Philippines",1986,55755346,33987178952.4029
"648","PH","Philippines",1987,57263835,37791442730.5921
"649","PH","Philippines",1988,58794999,43152077817.6509
"650","PH","Philippines",1989,60340768,48513735778.6601
"651","PH","Philippines",1990,61895169,50508286641.5746
"652","PH","Philippines",1991,63454785,51784207132.0955
"653","PH","Philippines",1992,65020124,60422309295.4434
"654","PH","Philippines",1993,66593904,62036625222.1624
"655","PH","Philippines",1994,68180846,73159245525.6424
"656","PH","Philippines",1995,69784087,84644220101.4991
"657","PH","Philippines",1996,71401743,94648084429.0341
"658","PH","Philippines",1997,73030879,94106183450.0029
"659","PH","Philippines",1998,74672009,74492325248.0247
"660","PH","Philippines",1999,76325927,85640133799.7902
"661","PH","Philippines",2000,77991757,83669693589.1547
"662","PH","Philippines",2001,79672869,78921234457.5487
"663","PH","Philippines",2002,81365260,84307291973.8158
"664","PH","Philippines",2003,83051970,87039145965.2826
"665","PH","Philippines",2004,84710544,95002028504.6904
"666","PH","Philippines",2005,86326251,107419961717.693
"667","PH","Philippines",2006,87888675,127652859201.041
"668","PH","Philippines",2007,89405482,155980378253.634
"669","PH","Philippines",2008,90901967,181624577154.679
"670","PH","Philippines",2009,92414161,175974711592.145
"671","PH","Philippines",2010,93966784,208368726861.407
"672","PH","Philippines",2011,95570049,234216930369.796
"673","PH","Philippines",2012,97212639,261920509950.555
"674","PH","Philippines",2013,98871558,283902728260.716
"675","PH","Philippines",2014,100513137,297483247101.038
"676","PH","Philippines",2015,102113206,306446140628.709
"677","PH","Philippines",2016,103663812,318626761492.867
"678","PH","Philippines",2017,105172921,328480867142.69
"679","PH","Philippines",2018,106651394,346842094175.24
"680","PH","Philippines",2019,108116622,376823278561.196
"681","PH","Philippines",2020,109581085,361751116292.541
"682","PH","Philippines",2021,111046910,394086419343.056
"683","PK","Pakistan",1960,44988690,3749265014.69971
"684","PK","Pakistan",1961,46065229,4118647627.04746
"685","PK","Pakistan",1962,47198886,4310163796.72407
"686","PK","Pakistan",1963,48387293,4630827383.45233
"687","PK","Pakistan",1964,49627623,5204955900.88198
"688","PK","Pakistan",1965,50917975,5929231415.37169
"689","PK","Pakistan",1966,52260183,6561108777.82444
"690","PK","Pakistan",1967,53655783,7464510709.7858
"691","PK","Pakistan",1968,55102690,8041999160.0168
"692","PK","Pakistan",1969,56598148,8683116337.67325
"693","PK","Pakistan",1970,58142062,10027509449.811
"694","PK","Pakistan",1971,59734479,10665896682.0664
"695","PK","Pakistan",1972,61381982,9415016359.56604
"696","PK","Pakistan",1973,63099404,6383429490.21091
"697","PK","Pakistan",1974,64905996,8899191919.19192
"698","PK","Pakistan",1975,66816875,11230606060.6061
"699","PK","Pakistan",1976,68834324,13168080808.0808
"700","PK","Pakistan",1977,70958168,15126060606.0606
"701","PK","Pakistan",1978,73197254,17811515151.5152
"702","PK","Pakistan",1979,75561128,19688383838.3838
"703","PK","Pakistan",1980,78054346,23654444444.4444
"704","PK","Pakistan",1981,80680461,28100606060.6061
"705","PK","Pakistan",1982,83431597,30725971563.981
"706","PK","Pakistan",1983,86285936,28691889763.7795
"707","PK","Pakistan",1984,89213708,31151825467.4978
"708","PK","Pakistan",1985,92191505,31144920844.3272
"709","PK","Pakistan",1986,95215375,31899070055.7967
"710","PK","Pakistan",1987,98285762,33351529274.6869
"711","PK","Pakistan",1988,101389603,38472742808.3167
"712","PK","Pakistan",1989,104512874,40171018229.0715
"713","PK","Pakistan",1990,107647918,40010423970.4576
"714","PK","Pakistan",1991,110778655,45625234697.7094
"715","PK","Pakistan",1992,113911126,48884606848.1265
"716","PK","Pakistan",1993,117086680,51809949334.2396
"717","PK","Pakistan",1994,120362764,52293456906.2665
"718","PK","Pakistan",1995,123776835,60636022422.6176
"719","PK","Pakistan",1996,127349293,63320122807.1223
"720","PK","Pakistan",1997,131057432,62433300338.0941
"721","PK","Pakistan",1998,134843233,62191955814.3478
"722","PK","Pakistan",1999,138624625,62973855718.8874
"723","PK","Pakistan",2000,142343583,82017743416.2841
"724","PK","Pakistan",2001,145978408,79484403984.8849
"725","PK","Pakistan",2002,149549695,79904985384.8652
"726","PK","Pakistan",2003,153093371,91760542940.0717
"727","PK","Pakistan",2004,156664698,107759683863.123
"728","PK","Pakistan",2005,160304007,120055291992.938
"729","PK","Pakistan",2006,164022626,137264061106.043
"730","PK","Pakistan",2007,167808106,152385716311.916
"731","PK","Pakistan",2008,171648984,170077814106.305
"732","PK","Pakistan",2009,175525610,168152775283.032
"733","PK","Pakistan",2010,179424643,177165635077.065
"734","PK","Pakistan",2011,183340168,213587413183.996
"735","PK","Pakistan",2012,187280125,224383620829.57
"736","PK","Pakistan",2013,191260799,231218567178.979
"737","PK","Pakistan",2014,195305012,244360888750.807
"738","PK","Pakistan",2015,199426953,270556131701.171
"739","PK","Pakistan",2016,203631356,313629858859.587
"740","PK","Pakistan",2017,207906210,339205615769.187
"741","PK","Pakistan",2018,212228288,356128224957.085
"742","PK","Pakistan",2019,216565317,320909489229.723
"743","PK","Pakistan",2020,220892331,300306331697.668
"744","PK","Pakistan",2021,225199929,346343170486.072
"745","RU","Russian Federation",1960,119897000,NA
"746","RU","Russian Federation",1961,121236000,NA
"747","RU","Russian Federation",1962,122591000,NA
"748","RU","Russian Federation",1963,123960000,NA
"749","RU","Russian Federation",1964,125345000,NA
"750","RU","Russian Federation",1965,126745000,NA
"751","RU","Russian Federation",1966,127468000,NA
"752","RU","Russian Federation",1967,128196000,NA
"753","RU","Russian Federation",1968,128928000,NA
"754","RU","Russian Federation",1969,129664000,NA
"755","RU","Russian Federation",1970,130404000,NA
"756","RU","Russian Federation",1971,131155000,NA
"757","RU","Russian Federation",1972,131909000,NA
"758","RU","Russian Federation",1973,132669000,NA
"759","RU","Russian Federation",1974,133432000,NA
"760","RU","Russian Federation",1975,134200000,NA
"761","RU","Russian Federation",1976,135147000,NA
"762","RU","Russian Federation",1977,136100000,NA
"763","RU","Russian Federation",1978,137060000,NA
"764","RU","Russian Federation",1979,138027000,NA
"765","RU","Russian Federation",1980,139010000,NA
"766","RU","Russian Federation",1981,139941000,NA
"767","RU","Russian Federation",1982,140823000,NA
"768","RU","Russian Federation",1983,141668000,NA
"769","RU","Russian Federation",1984,142745000,NA
"770","RU","Russian Federation",1985,143858000,NA
"771","RU","Russian Federation",1986,144894000,NA
"772","RU","Russian Federation",1987,145908000,NA
"773","RU","Russian Federation",1988,146857000,554713455149.502
"774","RU","Russian Federation",1989,147721000,506500173960.269
"775","RU","Russian Federation",1990,147969407,516814274021.956
"776","RU","Russian Federation",1991,148394216,517962962962.963
"777","RU","Russian Federation",1992,148538197,460290556900.726
"778","RU","Russian Federation",1993,148458777,435083713850.837
"779","RU","Russian Federation",1994,148407912,395077301248.464
"780","RU","Russian Federation",1995,148375787,395537185734.854
"781","RU","Russian Federation",1996,148160129,391724890744.498
"782","RU","Russian Federation",1997,147915361,404928954191.876
"783","RU","Russian Federation",1998,147670784,270955486862.442
"784","RU","Russian Federation",1999,147214776,195907128350.934
"785","RU","Russian Federation",2000,146596869,259710142196.943
"786","RU","Russian Federation",2001,145976482,306602070620.5
"787","RU","Russian Federation",2002,145306497,345470494417.863
"788","RU","Russian Federation",2003,144648618,430347770731.787
"789","RU","Russian Federation",2004,144067316,591016690742.798
"790","RU","Russian Federation",2005,143518814,764017107992.391
"791","RU","Russian Federation",2006,143049637,989930542278.695
"792","RU","Russian Federation",2007,142805114,1299705764823.62
"793","RU","Russian Federation",2008,142742366,1660846387624.78
"794","RU","Russian Federation",2009,142785349,1222644282201.86
"795","RU","Russian Federation",2010,142849468,1524917468442.01
"796","RU","Russian Federation",2011,142960908,2045925608274.37
"797","RU","Russian Federation",2012,143201721,2208295773643.15
"798","RU","Russian Federation",2013,143506995,2292473246621.08
"799","RU","Russian Federation",2014,143819667,2059241965490.83
"800","RU","Russian Federation",2015,144096870,1363481063446.77
"801","RU","Russian Federation",2016,144342397,1276786979221.81
"802","RU","Russian Federation",2017,144496739,1574199387070.9
"803","RU","Russian Federation",2018,144477859,1657329646183.62
"804","RU","Russian Federation",2019,144406261,1693113904262.89
"805","RU","Russian Federation",2020,144073139,1488321875489.74
"806","RU","Russian Federation",2021,143446060,1775799919352.98
"807","US","United States",1960,180671000,543300000000
"808","US","United States",1961,183691000,563300000000
"809","US","United States",1962,186538000,605100000000
"810","US","United States",1963,189242000,638600000000
"811","US","United States",1964,191889000,685800000000
"812","US","United States",1965,194303000,743700000000
"813","US","United States",1966,196560000,815000000000
"814","US","United States",1967,198712000,861700000000
"815","US","United States",1968,200706000,942500000000
"816","US","United States",1969,202677000,1019900000000
"817","US","United States",1970,205052000,1073303000000
"818","US","United States",1971,207661000,1164850000000
"819","US","United States",1972,209896000,1279110000000
"820","US","United States",1973,211909000,1425376000000
"821","US","United States",1974,213854000,1545243000000
"822","US","United States",1975,215973000,1684904000000
"823","US","United States",1976,218035000,1873412000000
"824","US","United States",1977,220239000,2081826000000
"825","US","United States",1978,222585000,2351599000000
"826","US","United States",1979,225055000,2627333000000
"827","US","United States",1980,227225000,2857307000000
"828","US","United States",1981,229466000,3207041000000
"829","US","United States",1982,231664000,3343789000000
"830","US","United States",1983,233792000,3634038000000
"831","US","United States",1984,235825000,4037613000000
"832","US","United States",1985,237924000,4338979000000
"833","US","United States",1986,240133000,4579631000000
"834","US","United States",1987,242289000,4855215000000
"835","US","United States",1988,244499000,5236438000000
"836","US","United States",1989,246819000,5641580000000
"837","US","United States",1990,249623000,5963144000000
"838","US","United States",1991,252981000,6158129000000
"839","US","United States",1992,256514000,6520327000000
"840","US","United States",1993,259919000,6858559000000
"841","US","United States",1994,263126000,7287236000000
"842","US","United States",1995,266278000,7639749000000
"843","US","United States",1996,269394000,8073122000000
"844","US","United States",1997,272657000,8577554457000
"845","US","United States",1998,275854000,9062818202000
"846","US","United States",1999,279040000,9631174489000
"847","US","United States",2000,282162411,10250947997000
"848","US","United States",2001,284968955,10581929774000
"849","US","United States",2002,287625193,10929112955000
"850","US","United States",2003,290107933,11456442041000
"851","US","United States",2004,292805298,12217193198000
"852","US","United States",2005,295516599,13039199193000
"853","US","United States",2006,298379912,13815586948000
"854","US","United States",2007,301231207,14474226905000
"855","US","United States",2008,304093966,14769857911000
"856","US","United States",2009,306771529,14478064934000
"857","US","United States",2010,309327143,15048964444000
"858","US","United States",2011,311583481,15599728123000
"859","US","United States",2012,313877662,16253972230000
"860","US","United States",2013,316059947,16843190993000
"861","US","United States",2014,318386329,17550680174000
"862","US","United States",2015,320738994,18206020741000
"863","US","United States",2016,323071755,18695110842000
"864","US","United States",2017,325122128,19479620056000
"865","US","United States",2018,326838199,20527156026000
"866","US","United States",2019,328329953,21372572437000
"867","US","United States",2020,331501080,20893743833000
"868","US","United States",2021,331893745,22996100000000
"869","VN","Vietnam",1960,32670048,NA
"870","VN","Vietnam",1961,33666111,NA
"871","VN","Vietnam",1962,34683410,NA
"872","VN","Vietnam",1963,35721213,NA
"873","VN","Vietnam",1964,36780001,NA
"874","VN","Vietnam",1965,37858947,NA
"875","VN","Vietnam",1966,38958046,NA
"876","VN","Vietnam",1967,40072951,NA
"877","VN","Vietnam",1968,41193588,NA
"878","VN","Vietnam",1969,42307149,NA
"879","VN","Vietnam",1970,43404802,NA
"880","VN","Vietnam",1971,44484032,NA
"881","VN","Vietnam",1972,45548476,NA
"882","VN","Vietnam",1973,46603522,NA
"883","VN","Vietnam",1974,47657554,NA
"884","VN","Vietnam",1975,48718190,NA
"885","VN","Vietnam",1976,49785278,NA
"886","VN","Vietnam",1977,50861166,NA
"887","VN","Vietnam",1978,51959021,NA
"888","VN","Vietnam",1979,53095406,NA
"889","VN","Vietnam",1980,54281841,NA
"890","VN","Vietnam",1981,55522804,NA
"891","VN","Vietnam",1982,56814309,NA
"892","VN","Vietnam",1983,58148384,NA
"893","VN","Vietnam",1984,59512619,NA
"894","VN","Vietnam",1985,60896732,14094687820.7445
"895","VN","Vietnam",1986,62293859,26336616250.4397
"896","VN","Vietnam",1987,63701974,36658108850.3148
"897","VN","Vietnam",1988,65120432,25423812648.5941
"898","VN","Vietnam",1989,66550231,6293304974.59403
"899","VN","Vietnam",1990,67988855,6471740805.56984
"900","VN","Vietnam",1991,69436956,9613369520.41885
"901","VN","Vietnam",1992,70883488,9866990236.43587
"902","VN","Vietnam",1993,72300308,13180953598.1716
"903","VN","Vietnam",1994,73651220,16286433533.3228
"904","VN","Vietnam",1995,74910462,20736164458.9505
"905","VN","Vietnam",1996,76068739,24657470574.7501
"906","VN","Vietnam",1997,77133212,26843700441.5482
"907","VN","Vietnam",1998,78115712,27209602050.0452
"908","VN","Vietnam",1999,79035871,28683659006.7752
"909","VN","Vietnam",2000,79910411,31172518403.3162
"910","VN","Vietnam",2001,80742500,32685198735.3053
"911","VN","Vietnam",2002,81534406,35064105500.8344
"912","VN","Vietnam",2003,82301650,39552513316.0734
"913","VN","Vietnam",2004,83062819,45427854693.2554
"914","VN","Vietnam",2005,83832662,57633255618.2731
"915","VN","Vietnam",2006,84617545,66371664817.0436
"916","VN","Vietnam",2007,85419588,77414425532.2452
"917","VN","Vietnam",2008,86243424,99130304099.1274
"918","VN","Vietnam",2009,87092250,106014659770.222
"919","VN","Vietnam",2010,87967655,147198853578.923
"920","VN","Vietnam",2011,88871384,172595960457.831
"921","VN","Vietnam",2012,89801926,195592471672.748
"922","VN","Vietnam",2013,90752593,213710932339.105
"923","VN","Vietnam",2014,91713850,233449971628.523
"924","VN","Vietnam",2015,92677082,239257234710.757
"925","VN","Vietnam",2016,93640435,257095955975.529
"926","VN","Vietnam",2017,94600643,281353402175.236
"927","VN","Vietnam",2018,95545959,308702086757.617
"928","VN","Vietnam",2019,96462108,330391329475.734
"929","VN","Vietnam",2020,97338583,343242570827.351
"930","VN","Vietnam",2021,98168829,362637524070.969
